gene,ppi_degree,phenotype_degree,ppi_betweenness,phenotype_betweenness,module_multiplex,module_ppi,module_phenotype,e1,e2,e3,e4,a1,a2,a3,as,common,common_all,a_specific,e_specific,annotated_type
RAB11FIP5,1,5,0.0,0.0003313912020007036,8,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RAB18,6,0,0.0008037826426083387,0.0,6,5,454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RAB2A,5,1,0.000989871869464256,0.0,6,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
RAB39B,4,18,4.7376659664092565e-05,0.0017354105893774342,6,5,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
RAB43,8,10,0.00026384574365341187,0.0014377224955749541,7,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
RAC1,87,129,0.04072839665913804,0.004714488730873616,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
RAD21,29,10,0.002630363935790455,7.624647533706905e-05,5,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
RAD21L1,5,0,0.0,0.0,5,3,384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RAI1,0,1,0.0,0.0,10,47,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
RALA,16,54,0.001885585253513779,0.0017455710932400778,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
RALGAPB,2,10,2.540262568204515e-06,0.0074718707648862605,8,1,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
RANBP17,0,0,0.0,0.0,81,170,248,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
RANBP2,32,98,0.0035119517946221933,0.009914001143589469,1,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RANGAP1,24,11,0.0011346292216824574,0.0009909069294158736,5,3,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
RAPGEF4,9,109,0.0014503387299290176,0.00284310191146943,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RAPGEF6,2,2,0.0,0.0,1,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
RAPSN,9,2,4.352602628375874e-05,0.0,1,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RASSF5,4,5,0.00013728603599240862,4.289944966185257e-07,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RB1,23,1,0.00240858405409089,0.0,4,2,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
RBFOX1,1,13,0.0,0.009131471451679725,10,5,15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
RBFOX3,9,12,0.0006113819922953473,0.0,10,1,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
RBM10,4,0,0.0,0.0,3,7,339,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RBM27,2,0,0.0005075202040055561,0.0,10,10,447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
RBP4,2,0,1.2760018646938797e-05,0.0,8,13,224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RBPJ,23,10,0.00257198923413602,0.0057458146351406746,1,2,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
RD3,2,0,6.875853035517219e-07,0.0,10,21,292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
REEP3,8,3,0.0005739631209327415,0.0008189140965301009,9,6,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RELN,10,3,0.0026882625049537328,0.0,7,7,25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 2, Autism 1"
RERE,1,4,0.0,7.555760731864379e-05,1,19,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
RFT1,2,29,0.0,0.00037303933097968016,7,11,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RFX3,0,0,0.0,0.0,78,165,241,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 1"
RGS7,3,0,1.3274336497897423e-05,0.0,9,6,347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RHEB,7,105,2.925345303339344e-05,0.003437692707204397,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
RHOXF1,0,7,0.0,0.0016343246630869952,8,152,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RIMS1,16,0,0.0005901875669755089,0.0,6,8,113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
RIMS3,0,0,0.0,0.0,144,304,421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RIT2,6,1,0.0006654420480081151,0.0,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RLIM,27,2,0.0,0.0,12,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
RMND1,0,0,0.0,0.0,89,182,266,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RNASET2,11,0,0.0,0.0,8,13,262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RNF135,4,2,6.157358854178894e-06,0.0,1,15,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
RNF213,27,6,0.0,0.0005663800862757542,12,12,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RNF25,27,5,0.0,0.0003163417875463287,12,12,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RNF38,0,5,0.0,0.0006674926840140204,12,116,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
ROBO2,6,17,4.1602214877819936e-05,0.0008796118921386484,11,1,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
ROGDI,0,2,0.0,0.0003504829341138435,13,96,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RORA,7,58,0.0003365146604151549,0.0001527299925696437,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
RORB,3,5,0.0,0.00040854026786031486,1,2,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 1"
RP11-1407O15.2,0,0,0.0,0.0,23,41,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RPL10,13,22,0.002804144512740347,5.3076548577187777e-05,6,10,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
RPS10P2-AS1,0,0,0.0,0.0,51,102,169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
RPS6KA2,11,102,0.00011726377948976626,0.003262962701574891,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
RPS6KA3,11,0,0.00016960471699608066,0.0,1,1,278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
RRM2B,9,2,0.002966019022250955,0.0,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RTN4IP1,0,0,0.0,0.0,24,43,84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RTN4R,1,4,0.0,0.0,9,1,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
RTTN,0,1,0.0,0.0,7,323,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
RUBCN,0,0,0.0,0.0,50,101,168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RYR1,15,4,0.0009572538666766126,0.000352935888658735,3,5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
RYR3,3,45,1.7197334234874496e-05,0.0014088317753814048,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SACS,0,1,0.0,0.0,3,177,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SAE1,3,1,1.4300766422448322e-05,0.0,8,3,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SAMD11,0,20,0.0,4.5317079015214715e-06,6,175,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SASH1,2,0,0.0,0.0,4,11,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SASS6,4,7,0.0,2.4052968608096785e-06,5,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
SATB2,3,2,0.00010339844570388832,0.0007558127329802864,7,5,17,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3, Autism S"
SBF1,2,3,0.0001486233598480298,0.00163714060775665,6,5,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SCARB2,20,4,0.0007083657100281092,0.0,8,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
SCFD2,1,0,0.0,0.0,7,5,288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SCN1A,18,16,0.0018982446905927678,0.0005125133526205449,3,5,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
SCN1B,13,38,0.00017078567285532925,0.0017864245797186368,3,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
SCN2A,20,30,0.0023025095319118083,0.0008891259447254953,3,5,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
SCN3A,9,60,3.3972918751870494e-05,0.0025725278694073562,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SCN4A,10,2,8.837378433817591e-06,0.0,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
SCN5A,22,35,0.001843446581166277,0.0008861093818602132,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SCN8A,15,25,0.0022490451870322576,0.00012008732396670922,3,5,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
SCN9A,11,8,0.00346305394664947,0.0004128069390249753,3,5,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism 2"
SCNM1,1,0,0.0,0.0,3,5,173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SCO2,5,11,0.000941209594390081,4.098369684896813e-05,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SCP2,11,7,0.0008529037367538795,0.001112020155925999,2,14,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SDC2,33,106,0.0051363816748268756,0.0010203349616897564,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SDHD,6,5,0.0031922911017135485,0.00030632752848722643,2,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SEC24D,13,9,0.000522570173429799,0.0,7,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SEMA5A,5,1,6.785711784979578e-05,0.0,11,1,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SEMA5B,4,4,5.013979728727452e-05,0.0008189140965301009,11,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SEPSECS,1,2,0.0,0.0,10,8,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
SERPINE1,16,110,0.002700271659003613,0.005776301535774472,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SERPINI1,1,0,0.0,0.0,8,1,242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SET,4,1,0.0004302833911041564,0.0,12,3,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SETBP1,3,0,0.00010707482163066247,0.0,12,2,98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
SETD1B,17,20,0.0008552768454227665,0.0036358676233166115,4,2,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
SETD2,19,5,0.0030920596286711515,0.0,4,2,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
SETD5,3,7,6.102881321720512e-07,0.0005039329589979456,4,2,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 1"
SETDB1,7,17,0.0012668982758374339,5.8504847661167706e-05,4,2,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SETDB2,0,18,0.0,0.0016905062397902244,4,272,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SEZ6,0,0,0.0,0.0,76,161,236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SEZ6L2,1,0,0.0,0.0,1,1,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SF3B1,22,4,0.006065508976628513,0.0,10,10,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SGCE,6,1,0.0007096989413720868,0.0,3,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SGK223,0,0,0.0,0.0,77,164,240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SGSH,6,1,6.558831173195257e-05,0.0,8,16,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
SGSM3,1,1,0.0,0.0,7,5,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SH3RF3,0,6,0.0,0.0010762621469755202,12,231,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SHANK1,25,25,0.0006891442342891928,0.008460503979809358,6,7,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
SHANK2,20,27,0.0005440202171344271,0.0003017063054104254,6,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
SHANK3,0,18,0.0,0.0013068394952217822,6,100,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
SHOX,0,0,0.0,0.0,104,217,306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SHROOM4,0,0,0.0,0.0,126,262,372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SIK1,5,16,0.00026437004328122733,0.00010960406661841212,6,1,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism S"
SIN3A,33,10,0.0031770545254447818,0.0,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
SKI,3,3,0.0,0.0016364530224530981,4,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SLC12A5,7,53,0.003402669486390169,0.005635594731555452,13,17,9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism 2"
SLC12A6,2,11,3.4379265177586097e-07,0.0,13,17,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
SLC13A5,0,47,0.0,0.0018366347407527796,13,235,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
SLC16A1,0,27,0.0,0.0012050474352629807,13,39,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC17A5,3,19,0.0003129685611178601,0.0,13,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC19A3,0,36,0.0,0.0034654330342375286,13,197,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC1A1,1,41,0.0,0.0004116272063234036,13,17,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
SLC1A2,11,62,0.001698658624150815,0.002981358949325673,13,7,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism S"
SLC1A3,4,16,8.396310074318042e-05,0.0,13,17,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC1A4,1,40,0.0,0.00035209376795854093,13,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC20A2,1,1,0.0,0.0,11,23,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
SLC22A15,0,39,0.0,0.00019926410482367488,13,114,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SLC22A9,0,38,0.0,0.00020369057222383935,13,87,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SLC24A2,1,40,0.0,0.0010301788522279012,13,17,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SLC25A1,1,27,0.0,0.00012743268875090163,13,8,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC25A12,4,51,2.799808003137511e-05,0.004634886357519829,13,9,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism 3"
SLC25A15,0,8,0.0,0.0,13,237,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC25A2,0,43,0.0,0.0008852217044539334,13,198,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SLC25A20,1,2,0.0,0.0,13,2,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC25A22,0,30,0.0,0.0012046473738512012,13,54,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
SLC25A27,0,46,0.0,0.0027866907774924715,13,67,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SLC25A39,0,37,0.0,0.00012848915611029642,13,211,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SLC26A1,0,37,0.0,0.0006586839458826746,13,97,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SLC27A4,0,0,0.0,0.0,47,92,147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SLC29A4,0,40,0.0,0.00022736366437460162,13,334,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
SLC2A1,3,8,2.5672023732918585e-05,1.065664003474256e-05,13,1,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
SLC30A3,1,40,0.0,0.00030449640457867375,13,8,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SLC33A1,0,25,0.0,0.0069077081077001685,13,228,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC35A2,1,16,0.0,0.0014012612184912537,13,24,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC35A3,0,29,0.0,1.7646273721593622e-05,13,120,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC35B1,1,36,0.0,0.00014151823750497167,13,24,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SLC38A10,0,38,0.0,0.0002533610599439787,13,283,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SLC39A8,0,18,0.0,0.0013465611390537009,13,64,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC45A1,0,15,0.0,0.0005892713702959754,7,115,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
SLC46A1,2,11,0.00014578416119518652,0.0,13,4,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
SLC4A10,0,37,0.0,0.0001612852259301524,13,146,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
SLC4A3,0,40,0.0,0.00024269132172688977,13,48,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SLC6A1,9,49,0.0023099584389534365,0.0014950346220739548,13,17,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
SLC6A3,14,35,0.0025277972212418257,0.0009328812489169004,13,6,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
SLC6A4,10,47,0.00015797179170408206,0.0012790982421998572,13,6,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
SLC6A8,2,11,0.0,0.001636453022453098,13,4,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
SLC7A11,1,41,0.0,0.00025527741716112757,13,7,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SLC7A3,0,42,0.0,0.00042678884319927494,13,240,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SLC7A5,2,60,0.0009433670364729625,0.0008736797666631857,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
SLC7A6OS,0,0,0.0,0.0,80,169,245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
SLC7A7,0,11,0.0,0.0,13,295,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
